Device_ID,Packet_Size (bytes),Latency (ms),Throughput (Mbps),Protocol_Type,Source_Port,Destination_Port,IP_Flag,Connection_Duration (ms),Packet_Count,Error_Rate,Fragmentation_Flag,Payload_Size (bytes),Session_Status,Attack_Type
Device_31,1508,245.55,27.57,TCP,31690,1010,FIN,4706.41,783,0.0485,0,757,Failed,DoS
Device_42,929,152.89,98.09,UDP,3806,213,ACK,7629.55,599,0.0825,0,171,Failed,DoS
Device_4,1236,365.05,50.6,TCP,29313,314,SYN,5039.61,28,0.0421,0,677,Pending,R2L
Device_8,299,253.59,86.79,UDP,10780,312,FIN,6182.95,935,0.0365,0,405,Failed,U2R
Device_31,464,264.59,55.73,UDP,37392,1010,SYN,4721.73,90,0.0469,1,1050,Failed,U2R
Device_31,317,22.14,37.81,TCP,45947,523,FIN,141.18,541,0.0584,1,1450,Failed,U2R
Device_43,868,153.54,6.97,TCP,16675,299,RST,5100.96,770,0.0294,1,1055,Pending,MITM
Device_37,720,291.91,45.8,TCP,64564,734,FIN,3838.86,328,0.0468,0,89,Pending,MITM
Device_1,352,138.99,8.75,TCP,18247,599,ACK,7641.44,641,0.0211,0,881,Failed,SQLi
Device_15,1049,100.73,17.32,TCP,12748,62,None,7855.42,18,0.0326,0,758,Pending,R2L
Device_15,1284,375.25,6.04,ICMP,42001,889,ACK,9571.33,49,0.0153,1,545,Established,Probe
Device_6,904,427.29,22.57,ICMP,24762,978,FIN,2259.68,42,0.0122,0,206,Established,Normal
Device_8,249,226.33,71.12,ICMP,9076,567,RST,9117.91,779,0.0552,0,750,Failed,DDoS
Device_28,370,405.93,59.84,UDP,24500,293,SYN,2579.27,743,0.0542,1,1264,Failed,DDoS
Device_13,1243,263.12,2.67,TCP,37988,940,RST,234.58,13,0.0359,1,610,Pending,R2L
Device_15,392,199.92,27.14,UDP,616,422,FIN,1847.81,787,0.0651,1,758,Pending,Spoofing
Device_17,890,176.16,17.67,TCP,3464,270,ACK,9767.53,238,0.0338,1,223,Pending,MITM
Device_22,315,450.89,92.57,ICMP,36475,328,ACK,4678.32,673,0.076,1,23,Failed,U2R
Device_18,430,65.85,98.98,TCP,26769,640,SYN,7388.1,178,0.0422,1,450,Failed,U2R
Device_36,1308,466.13,9.64,TCP,59831,414,None,4389.73,353,0.0166,1,539,Established,Normal
Device_23,325,338.16,81.17,TCP,19235,586,ACK,6471.77,567,0.0603,0,28,Failed,DDoS
Device_43,466,36.13,40.89,TCP,33374,1020,None,6310.24,297,0.0182,1,1039,Failed,SQLi
Device_14,138,183.52,0.47,TCP,43779,856,ACK,3036.91,611,0.0227,1,398,Pending,Phishing
Device_7,912,49.77,32.28,TCP,43643,859,None,1892.16,405,0.0129,0,307,Established,Normal
Device_20,229,331.21,28.47,TCP,30698,55,None,9801.39,28,0.0251,0,170,Pending,Phishing
Device_50,126,129.3,60.13,TCP,16632,967,RST,4809.02,975,0.016,0,1083,Pending,Phishing
Device_21,428,41.38,7.98,ICMP,60685,556,FIN,4239.38,95,0.0313,1,342,Established,Probe
Device_42,138,489.6,74.88,TCP,6204,640,ACK,1306.44,403,0.0404,1,360,Failed,DoS
Device_43,126,242.96,36.66,UDP,11200,693,ACK,377.9,528,0.0498,1,1274,Pending,MITM
Device_13,1223,397.49,83.11,TCP,5911,323,ACK,1881.0,26,0.0286,0,935,Pending,R2L
Device_22,747,353.22,51.31,TCP,42965,580,None,2843.09,627,0.0874,0,1316,Failed,DoS
Device_28,272,44.64,76.52,TCP,55433,643,None,7237.56,581,0.0273,1,1064,Failed,SQLi
Device_6,1314,343.15,25.72,TCP,14396,455,RST,4198.09,385,0.0004,1,201,Established,Normal
Device_29,601,179.74,2.64,ICMP,30537,926,FIN,5850.81,114,0.0474,0,298,Established,Probe
Device_14,989,116.11,67.38,UDP,30909,951,ACK,2497.85,451,0.0885,0,1448,Failed,DoS
Device_31,664,103.07,53.43,ICMP,49856,330,ACK,1270.86,411,0.0811,0,417,Failed,DoS
Device_16,1241,321.06,23.22,TCP,25425,769,SYN,481.31,7,0.0247,0,247,Pending,R2L
Device_46,259,68.23,95.97,TCP,1894,649,SYN,223.61,367,0.0489,1,80,Failed,U2R
Device_44,1017,417.07,52.69,TCP,1736,335,RST,638.03,604,0.0558,0,562,Failed,DDoS
Device_1,84,176.84,59.54,TCP,57362,723,ACK,4657.28,698,0.0212,1,247,Pending,Phishing
Device_19,120,179.07,14.49,ICMP,25808,807,RST,7200.46,185,0.0154,0,990,Established,Normal
Device_48,1373,179.82,23.25,UDP,51251,229,RST,4995.93,79,0.0179,1,339,Established,Normal
Device_8,231,94.42,2.13,TCP,11308,141,None,914.58,23,0.0575,0,752,Pending,R2L
Device_28,153,352.4,53.23,ICMP,394,138,RST,3304.06,18,0.0292,1,37,Failed,Spoofing
Device_45,970,383.63,56.93,TCP,56679,575,ACK,542.11,17,0.0542,0,935,Pending,R2L
Device_33,649,72.98,14.85,TCP,31825,616,ACK,1704.82,784,0.0308,0,131,Pending,MITM
Device_30,858,353.25,1.8,UDP,25228,958,None,9431.99,514,0.0781,1,11,Failed,DoS
Device_32,960,115.37,90.59,UDP,44578,143,FIN,8932.53,855,0.0498,0,53,Pending,MITM
Device_4,251,349.27,8.38,ICMP,42033,738,ACK,3835.14,172,0.002,0,500,Established,Probe
Device_35,425,475.27,92.95,TCP,38542,601,RST,8945.46,605,0.0154,0,1124,Failed,SQLi
Device_32,984,427.83,84.73,UDP,30095,287,ACK,2376.63,557,0.0951,1,1443,Failed,DDoS
Device_43,1070,400.51,7.71,TCP,9799,314,RST,8295.44,71,0.0156,1,261,Established,Normal
Device_43,638,135.38,20.76,TCP,138,291,FIN,3259.37,504,0.0612,0,1330,Pending,Spoofing
Device_3,712,276.25,99.12,TCP,33787,404,RST,5545.48,22,0.0177,1,855,Pending,MITM
Device_8,208,219.82,87.07,TCP,2913,825,None,6481.92,231,0.0222,1,1449,Failed,SQLi
Device_22,453,373.86,11.72,TCP,35414,664,FIN,2651.87,233,0.0319,0,433,Failed,SQLi
Device_9,1118,289.98,70.34,ICMP,50542,263,None,5800.62,980,0.0782,0,292,Failed,DDoS
Device_12,120,272.97,35.49,UDP,58268,238,None,213.8,75,0.0028,0,977,Established,Normal
Device_49,148,193.32,34.04,TCP,30226,95,None,8359.83,46,0.0586,0,1450,Pending,R2L
Device_17,454,473.34,27.56,ICMP,39622,170,ACK,4998.5,795,0.0732,0,641,Failed,DoS
Device_46,450,92.87,14.58,TCP,56846,355,FIN,1327.36,761,0.0229,1,1418,Failed,SQLi
Device_27,734,101.43,82.83,TCP,1501,587,FIN,6782.5,9,0.0525,1,448,Pending,R2L
Device_6,174,45.28,82.64,TCP,56718,105,SYN,765.54,849,0.048,0,26,Failed,Phishing
Device_40,382,433.69,65.01,ICMP,47375,751,FIN,5607.76,677,0.0348,0,1003,Failed,U2R
Device_9,302,492.44,77.99,TCP,19700,406,RST,3952.84,330,0.0543,0,1103,Failed,U2R
Device_11,386,224.14,14.05,UDP,51746,959,SYN,4598.95,215,0.0388,0,1267,Pending,MITM
Device_14,433,311.71,71.46,ICMP,6852,823,None,3141.34,461,0.0724,1,809,Failed,DoS
Device_32,186,159.53,97.08,TCP,46096,338,FIN,5782.38,524,0.0114,1,148,Failed,Phishing
Device_22,497,351.54,40.43,TCP,33866,824,SYN,455.25,658,0.0205,1,821,Failed,SQLi
Device_19,436,175.37,89.06,TCP,34644,1015,FIN,2931.21,28,0.0565,1,388,Pending,R2L
Device_11,162,325.79,55.37,TCP,58162,485,RST,3345.65,734,0.0287,1,960,Failed,SQLi
Device_6,711,169.42,29.66,UDP,1639,616,SYN,6876.91,422,0.0423,1,1437,Pending,MITM
Device_19,362,54.14,1.38,TCP,43374,828,RST,498.42,199,0.0316,1,763,Pending,MITM
Device_27,435,493.89,30.99,UDP,15209,604,None,7607.53,719,0.0336,1,516,Failed,U2R
Device_14,500,410.77,64.33,ICMP,51223,377,ACK,7487.61,940,0.0907,1,964,Failed,DDoS
Device_37,507,154.26,55.05,UDP,25730,903,RST,9718.38,66,0.0525,0,902,Failed,U2R
Device_38,1198,352.91,59.75,TCP,27266,305,FIN,766.26,40,0.0405,0,605,Pending,R2L
Device_9,375,452.95,42.31,TCP,42252,687,None,5000.15,15,0.0566,1,620,Pending,R2L
Device_17,1097,96.81,5.76,TCP,53936,24,ACK,9870.94,140,0.0681,1,1340,Established,Probe
Device_1,322,378.15,74.83,UDP,19204,511,ACK,709.27,731,0.0601,0,1269,Failed,U2R
Device_37,1097,40.35,5.03,ICMP,7334,1011,None,5483.17,189,0.0087,0,791,Established,Probe
Device_15,678,249.86,99.98,TCP,719,296,RST,4541.49,162,0.0553,0,104,Failed,Spoofing
Device_22,1449,172.75,51.44,ICMP,49386,173,FIN,5520.83,439,0.066,1,1381,Failed,DoS
Device_16,993,360.77,7.47,ICMP,13674,978,ACK,4332.89,100,0.0834,0,416,Established,Probe
Device_33,1244,240.89,36.29,TCP,32722,895,RST,3641.98,326,0.008,1,1448,Established,Normal
Device_45,1234,138.48,88.88,TCP,10841,127,RST,9741.56,46,0.0304,1,353,Pending,R2L
Device_45,68,96.17,36.25,TCP,61048,336,None,5878.38,7,0.0222,0,994,Pending,R2L
Device_1,911,374.82,35.07,UDP,14517,546,FIN,4614.42,292,0.0192,1,910,Established,Normal
Device_38,1180,94.61,71.94,TCP,35055,15,ACK,2139.83,44,0.0596,0,1211,Pending,R2L
Device_31,1399,243.58,44.28,TCP,25727,396,None,6501.73,144,0.0028,1,936,Established,Normal
Device_6,277,354.88,91.52,UDP,63997,204,FIN,6548.89,249,0.0705,1,535,Failed,U2R
Device_34,118,245.99,21.49,TCP,36119,411,RST,2056.16,43,0.0354,1,297,Pending,R2L
Device_34,877,442.78,19.86,TCP,35598,978,RST,3867.84,49,0.0584,1,480,Pending,R2L
Device_25,458,487.59,17.08,TCP,54944,668,SYN,6228.35,106,0.0293,1,933,Failed,SQLi
Device_3,1141,303.12,36.26,TCP,19530,611,SYN,3244.1,550,0.0816,1,350,Failed,DoS
Device_15,409,269.17,52.81,TCP,56861,633,None,3910.26,49,0.0596,0,772,Pending,R2L
Device_44,534,347.76,3.6,ICMP,9958,102,SYN,7746.89,21,0.0591,1,905,Established,Probe
Device_11,123,85.22,17.04,TCP,31424,574,ACK,1291.8,14,0.0565,0,5,Pending,R2L
Device_33,1031,435.45,14.6,TCP,20816,439,ACK,4595.01,21,0.0298,0,1028,Pending,R2L
Device_50,466,236.38,10.42,TCP,34578,422,SYN,4086.72,897,0.0314,0,586,Failed,SQLi
Device_16,490,110.21,27.62,TCP,30619,146,FIN,8874.75,825,0.0391,0,379,Failed,SQLi
Device_14,258,156.48,6.37,UDP,28705,757,SYN,981.3,923,0.0224,1,500,Pending,MITM
Device_6,450,296.97,14.07,UDP,9842,33,None,8096.05,402,0.0672,1,1380,Failed,U2R
Device_48,267,456.65,21.95,TCP,42374,995,ACK,9660.01,6,0.0319,1,1319,Failed,U2R
Device_24,1102,250.53,10.38,TCP,19836,921,ACK,6126.96,23,0.0462,1,922,Pending,R2L
Device_30,131,434.84,97.48,TCP,48714,1020,ACK,5259.23,150,0.0484,0,645,Pending,Phishing
Device_26,485,243.11,9.95,ICMP,7758,484,RST,5471.64,462,0.0682,0,693,Failed,U2R
Device_40,1041,421.76,35.18,TCP,47625,114,ACK,5476.1,740,0.0605,0,531,Failed,DoS
Device_7,887,272.38,40.48,TCP,54946,725,None,6069.13,489,0.0101,0,1009,Established,Normal
Device_14,405,459.37,79.74,ICMP,54251,429,RST,8471.02,547,0.0625,0,666,Failed,U2R
Device_9,916,63.01,6.37,TCP,1212,310,None,3418.71,77,0.0627,0,1498,Established,Probe
Device_43,1075,177.8,18.16,ICMP,47299,741,SYN,3692.65,152,0.0089,0,1256,Established,Normal
Device_48,994,41.49,55.99,TCP,15407,266,ACK,3391.75,864,0.0606,0,1306,Failed,DDoS
Device_48,841,474.43,1.73,ICMP,8120,602,SYN,2439.53,716,0.0839,1,357,Failed,DoS
Device_27,320,361.59,84.78,UDP,34022,127,SYN,9709.46,915,0.0708,0,1368,Pending,DDoS
Device_9,106,234.88,96.81,TCP,10178,466,FIN,6835.02,414,0.0134,0,1376,Pending,Phishing
Device_32,1189,142.42,47.29,TCP,28028,432,SYN,6703.45,356,0.0021,0,1216,Established,Normal
Device_17,300,92.36,77.46,TCP,9068,938,RST,4968.37,703,0.0616,1,1293,Failed,DDoS
Device_12,859,207.71,75.73,UDP,24358,90,FIN,7359.1,104,0.0251,0,1481,Pending,MITM
Device_24,234,140.15,47.27,TCP,63751,324,None,2481.13,494,0.0411,1,692,Failed,Phishing
Device_46,1364,73.01,42.89,UDP,201,606,FIN,9732.19,204,0.076,1,214,Pending,Spoofing
Device_40,334,194.0,3.97,TCP,41806,729,None,9473.01,158,0.0116,0,745,Established,Probe
Device_21,634,111.3,8.11,UDP,60485,376,None,4035.09,767,0.0219,0,776,Pending,MITM
Device_30,236,420.52,18.92,TCP,204,67,RST,9751.51,923,0.064,1,862,Failed,Spoofing
Device_32,297,302.33,66.41,ICMP,37406,613,None,5799.73,667,0.0434,1,1009,Failed,U2R
Device_10,456,177.07,15.86,TCP,30884,716,RST,8124.28,819,0.0259,1,658,Failed,SQLi
Device_49,834,159.31,38.92,UDP,53064,174,SYN,4894.76,449,0.0858,0,417,Failed,DoS
Device_2,1064,46.53,9.31,ICMP,2909,606,None,5731.38,376,0.008,1,1051,Established,Normal
Device_32,208,29.04,21.59,TCP,17587,743,FIN,2223.54,863,0.0424,0,1372,Failed,Phishing
Device_5,277,318.52,25.59,TCP,40282,228,RST,9868.95,922,0.0682,0,371,Failed,U2R
Device_13,275,440.24,91.22,TCP,21376,908,SYN,3859.96,9,0.026,1,512,Failed,SQLi
Device_17,1467,309.39,83.04,TCP,29539,721,SYN,3948.07,6,0.0265,0,18,Pending,R2L
Device_35,534,302.78,23.14,UDP,814,776,FIN,9754.62,266,0.0793,1,670,Pending,Spoofing
Device_37,164,206.87,5.86,ICMP,63041,898,FIN,5618.57,36,0.0283,1,581,Established,Probe
Device_41,117,369.69,3.39,TCP,60897,940,ACK,5711.71,88,0.0311,0,1332,Established,Probe
Device_11,138,383.93,58.04,TCP,65363,554,FIN,1573.71,932,0.0979,1,780,Failed,DDoS
Device_13,190,5.94,54.19,TCP,8427,489,SYN,8662.98,259,0.0352,1,709,Failed,SQLi
Device_45,248,163.25,40.95,TCP,35103,920,RST,2884.23,206,0.0285,1,1115,Failed,SQLi
Device_16,333,142.93,49.65,UDP,31703,259,SYN,5753.18,35,0.0696,0,1475,Failed,U2R
Device_17,153,374.06,2.85,TCP,26498,10,FIN,3051.67,143,0.0919,0,733,Established,Probe
Device_46,1017,206.52,35.24,UDP,5764,895,SYN,7190.77,504,0.0829,1,349,Failed,DoS
Device_10,688,412.51,94.73,TCP,44280,248,FIN,9248.48,869,0.099,1,181,Failed,DDoS
Device_31,319,87.49,97.96,TCP,21640,80,SYN,1660.89,472,0.0239,1,1136,Failed,SQLi
Device_42,1471,256.68,40.02,ICMP,54010,960,None,3387.07,177,0.0185,0,921,Established,Normal
Device_36,1434,348.52,20.61,UDP,9615,685,ACK,3630.64,767,0.0434,0,1301,Failed,DoS
Device_15,141,389.73,13.05,TCP,40717,183,RST,8858.22,674,0.0268,0,1362,Failed,Phishing
Device_42,498,187.6,75.74,TCP,39976,89,FIN,1453.9,447,0.0454,0,130,Failed,U2R
Device_16,446,449.46,98.92,TCP,64046,402,FIN,3393.65,523,0.0361,1,690,Failed,SQLi
Device_1,114,434.73,74.43,UDP,17752,553,None,5341.43,489,0.0696,1,53,Failed,DoS
Device_32,770,287.87,56.15,TCP,1768,483,SYN,3990.87,503,0.0857,1,185,Pending,DDoS
Device_20,326,287.68,13.78,TCP,50746,392,None,6432.49,21,0.0258,1,1038,Pending,R2L
Device_25,396,171.98,68.81,TCP,28158,121,RST,3165.89,30,0.0229,1,519,Pending,R2L
Device_12,152,160.48,26.43,TCP,13693,1004,ACK,2448.08,634,0.0485,1,1145,Pending,MITM
Device_45,881,10.16,43.97,TCP,26885,551,SYN,7681.07,60,0.0039,1,908,Established,Normal
Device_2,1485,347.14,6.69,ICMP,25292,572,None,8886.69,433,0.0005,0,963,Established,Normal
Device_29,447,269.4,25.73,UDP,12713,669,ACK,5505.79,158,0.0039,1,1391,Established,Normal
Device_23,244,251.41,34.21,TCP,34488,530,ACK,5708.4,136,0.0256,0,167,Failed,SQLi
Device_34,161,408.92,91.24,TCP,20695,127,ACK,2795.82,22,0.0471,0,703,Failed,Phishing
Device_50,283,261.58,40.11,TCP,63966,353,FIN,3030.7,210,0.0147,1,998,Failed,SQLi
Device_7,447,393.13,61.22,ICMP,16485,436,ACK,1670.24,543,0.0363,0,762,Failed,U2R
Device_36,314,5.75,47.21,UDP,37564,743,FIN,6788.82,898,0.0314,0,1047,Failed,U2R
Device_49,1069,381.61,93.73,UDP,5970,356,None,2727.21,661,0.0864,0,112,Failed,DDoS
Device_24,695,193.51,47.85,UDP,521,147,RST,3459.89,663,0.0485,0,32,Failed,Spoofing
Device_8,1374,13.13,57.43,ICMP,35875,856,SYN,1590.84,634,0.0919,1,551,Pending,DDoS
Device_19,714,120.09,6.78,ICMP,14725,83,SYN,4296.52,28,0.0457,0,499,Established,Probe
Device_19,757,129.37,80.56,UDP,64949,289,SYN,1314.54,307,0.0211,0,510,Pending,MITM
Device_42,1018,443.52,57.6,TCP,32035,571,RST,7440.99,30,0.0582,0,68,Pending,R2L
Device_21,580,417.95,40.04,TCP,50546,436,ACK,8181.89,376,0.0188,0,149,Established,Normal
Device_35,84,34.23,14.85,ICMP,520,549,FIN,3376.54,696,0.0382,0,759,Failed,Spoofing
Device_14,307,229.87,0.71,TCP,710,50,RST,1955.58,158,0.0453,0,634,Pending,Spoofing
Device_47,167,295.19,18.31,TCP,43067,739,FIN,5853.04,419,0.0213,0,291,Failed,Phishing
Device_11,1203,408.12,70.84,UDP,25369,861,None,5604.84,817,0.0905,0,467,Pending,DDoS
Device_43,762,368.15,13.15,UDP,2859,882,RST,401.45,379,0.0082,0,1454,Established,Normal
Device_48,561,291.71,81.73,UDP,34198,971,SYN,9959.91,834,0.0474,0,214,Pending,MITM
Device_34,148,45.24,12.43,TCP,64453,384,RST,3701.41,468,0.0312,1,803,Failed,SQLi
Device_18,1286,234.35,8.17,TCP,10570,373,SYN,7207.11,120,0.0408,0,940,Established,Probe
Device_27,1094,195.77,58.26,TCP,53624,264,None,1047.99,25,0.0365,1,727,Pending,R2L
Device_17,80,491.6,74.77,TCP,43107,519,None,2052.45,626,0.0255,1,274,Failed,Phishing
Device_12,456,29.88,56.59,UDP,19752,158,FIN,2823.43,88,0.0357,0,643,Failed,U2R
Device_6,544,287.74,45.24,TCP,61,820,FIN,352.77,940,0.0664,0,168,Failed,Spoofing
Device_3,1269,450.97,83.71,TCP,21050,950,FIN,3305.31,48,0.0419,1,1120,Pending,R2L
Device_45,1166,134.85,36.91,TCP,45621,957,RST,4259.66,28,0.0544,0,1422,Pending,R2L
Device_1,154,103.47,25.21,TCP,50968,838,RST,6383.88,751,0.0289,1,426,Failed,Phishing
Device_24,345,260.39,3.43,TCP,35064,293,FIN,4264.24,278,0.0631,1,1093,Failed,U2R
Device_1,152,122.99,35.48,TCP,62741,1013,FIN,5588.46,347,0.0175,0,1361,Failed,SQLi
Device_38,1106,257.85,7.48,TCP,48264,229,None,1243.22,597,0.0889,1,1458,Failed,DoS
Device_49,131,8.49,7.49,TCP,59879,414,None,3429.87,179,0.0965,0,247,Established,Probe
Device_40,167,84.42,87.0,UDP,11409,435,RST,9852.99,859,0.0348,0,940,Pending,MITM
Device_27,1227,384.9,5.81,ICMP,54941,406,FIN,7643.61,89,0.0241,0,594,Established,Probe
Device_35,1442,480.01,33.37,TCP,24920,277,FIN,8778.18,36,0.0553,1,481,Pending,R2L
Device_8,288,61.16,57.29,TCP,25027,627,ACK,6094.88,839,0.0684,1,1014,Failed,U2R
Device_40,1209,262.27,98.33,ICMP,3084,376,SYN,4595.73,517,0.056,1,962,Pending,DDoS
Device_49,1408,34.07,7.16,ICMP,49094,571,RST,8518.74,116,0.0923,1,778,Established,Probe
Device_11,670,253.2,39.69,TCP,61037,338,None,5713.28,19,0.0452,1,1086,Pending,R2L
Device_45,973,83.64,94.85,TCP,3701,51,ACK,8858.02,19,0.0558,0,632,Pending,R2L
Device_27,894,448.25,0.15,TCP,42714,711,RST,1754.99,69,0.0378,0,910,Established,Probe
Device_12,1018,399.83,0.75,TCP,48539,759,None,2326.22,106,0.0615,1,1365,Established,Probe
Device_23,112,103.61,92.08,TCP,36805,912,SYN,3445.84,892,0.0429,1,1439,Failed,Phishing
Device_48,286,400.38,19.19,TCP,21603,185,FIN,8029.03,233,0.0131,0,1049,Failed,SQLi
Device_46,1043,228.43,16.32,TCP,28712,56,ACK,3932.44,31,0.038,0,818,Pending,R2L
Device_4,775,338.34,68.31,TCP,103,879,RST,2540.3,577,0.0546,1,79,Failed,Spoofing
Device_17,1060,270.79,24.19,TCP,60110,38,FIN,9925.76,24,0.0434,1,985,Pending,R2L
Device_9,1319,397.09,29.02,UDP,47164,338,RST,9138.99,81,0.0092,1,511,Established,Normal
Device_24,1390,110.96,54.04,TCP,30001,745,None,4708.55,668,0.0825,0,834,Failed,DoS
Device_5,1246,292.24,8.4,TCP,34437,292,None,9376.49,86,0.0226,0,1150,Established,Probe
Device_12,638,406.2,39.86,ICMP,20949,44,FIN,4032.05,112,0.0165,0,1119,Established,Normal
Device_10,1335,14.18,56.38,ICMP,200,93,RST,9867.5,722,0.047,1,882,Pending,Spoofing
Device_44,328,268.67,92.72,TCP,56556,544,SYN,5549.27,40,0.0386,0,1109,Pending,R2L
Device_2,511,383.21,96.09,UDP,413,86,FIN,1603.65,407,0.0457,1,1214,Failed,Spoofing
Device_49,469,379.51,43.09,ICMP,64708,895,RST,9961.48,19,0.0784,0,1488,Failed,U2R
Device_46,587,482.99,28.94,UDP,26528,575,FIN,6009.82,641,0.0618,0,342,Failed,DoS
Device_24,255,247.35,7.34,TCP,60014,880,SYN,669.78,170,0.0575,0,576,Established,Probe
Device_27,980,275.04,17.08,TCP,10924,175,RST,2706.82,161,0.0046,0,962,Established,Normal
Device_2,133,124.9,81.31,TCP,19687,651,None,9084.13,400,0.0391,1,410,Failed,Phishing
Device_17,1099,415.09,17.76,UDP,1076,239,SYN,6511.77,438,0.0158,0,369,Established,Normal
Device_17,202,446.87,7.23,ICMP,40533,788,RST,3227.81,171,0.0179,0,1453,Established,Probe
Device_19,548,9.29,60.87,UDP,12915,788,SYN,2845.43,968,0.0698,0,1300,Pending,DDoS
Device_26,907,353.89,88.77,ICMP,37556,37,None,1680.15,576,0.0886,0,223,Pending,DDoS
Device_6,897,455.96,79.89,ICMP,41622,304,SYN,4915.59,454,0.0697,1,1186,Failed,DoS
Device_5,308,98.75,26.43,TCP,17783,299,SYN,8152.47,406,0.037,1,202,Failed,U2R
Device_8,451,404.06,66.67,UDP,36947,350,FIN,9850.93,849,0.0445,1,254,Failed,U2R
Device_28,345,351.13,31.5,UDP,29270,593,None,5680.64,482,0.0444,0,623,Failed,U2R
Device_14,829,496.2,42.18,TCP,51296,196,None,5247.03,21,0.0468,1,379,Pending,R2L
Device_22,658,115.03,12.64,TCP,2765,67,ACK,1491.66,28,0.0353,1,838,Pending,R2L
Device_2,692,280.42,58.6,TCP,56449,287,None,9968.68,768,0.0898,0,896,Failed,DoS
Device_14,209,101.16,92.0,TCP,43512,78,RST,4335.94,935,0.0115,1,1463,Failed,SQLi
Device_2,172,401.38,68.67,TCP,22847,380,SYN,1609.75,13,0.0521,1,910,Pending,R2L
Device_14,293,446.85,59.28,ICMP,52615,945,None,1256.57,710,0.0719,1,736,Failed,U2R
Device_21,1181,295.94,3.63,TCP,25275,589,RST,1595.43,83,0.0419,0,804,Established,Probe
Device_16,364,124.76,51.16,TCP,16350,926,ACK,5373.53,678,0.0117,1,1116,Failed,SQLi
Device_5,522,6.34,32.98,TCP,38425,536,ACK,252.42,36,0.0357,1,560,Pending,R2L
Device_50,168,92.69,5.66,ICMP,37766,509,SYN,5140.4,48,0.0722,0,383,Established,Probe
Device_10,1469,242.29,12.54,TCP,35529,302,None,4767.93,558,0.07,1,922,Failed,DoS
Device_4,420,303.06,2.37,ICMP,54980,992,None,9893.17,696,0.0428,1,951,Failed,U2R
Device_37,822,479.18,68.92,UDP,349,763,FIN,930.52,614,0.025,1,1063,Failed,Spoofing
Device_11,206,224.27,11.85,UDP,381,580,RST,9156.01,469,0.0268,0,162,Failed,Spoofing
Device_7,426,486.52,60.77,TCP,64983,128,ACK,1338.34,799,0.0797,1,285,Failed,U2R
Device_13,1467,358.86,76.07,TCP,44424,712,None,2774.74,11,0.0207,0,1444,Pending,R2L
Device_28,551,226.17,7.03,TCP,64360,787,None,4275.81,42,0.0219,1,571,Pending,R2L
Device_3,1096,12.17,73.24,TCP,731,135,FIN,7377.61,994,0.0651,0,1203,Pending,Spoofing
Device_9,401,447.79,21.29,TCP,30111,669,None,8425.82,359,0.0618,0,829,Failed,U2R
Device_29,244,96.24,74.16,TCP,24181,611,FIN,5679.59,724,0.0937,0,545,Failed,DDoS
Device_31,1462,352.49,55.03,UDP,44456,789,ACK,6544.77,789,0.0625,0,241,Failed,DoS
Device_8,808,190.5,1.08,ICMP,27599,843,None,374.18,187,0.0148,0,263,Established,Probe
Device_14,694,235.14,19.89,TCP,10329,136,SYN,238.13,613,0.0827,1,390,Failed,DoS
Device_43,1275,408.2,15.14,UDP,10433,964,ACK,2130.24,149,0.0028,0,1433,Established,Normal
Device_29,1339,431.89,1.46,ICMP,33591,889,FIN,8406.1,50,0.0021,0,1380,Established,Probe
Device_37,435,151.15,17.52,UDP,35065,687,SYN,4441.37,566,0.0477,0,1222,Failed,U2R
Device_44,1261,59.3,87.83,TCP,963,839,FIN,7721.09,181,0.0351,0,21,Pending,Spoofing
Device_22,989,337.4,63.2,UDP,279,967,RST,6813.32,544,0.0554,0,960,Failed,Spoofing
Device_50,1162,47.7,7.96,TCP,65435,916,ACK,1402.44,150,0.0476,0,914,Established,Probe
Device_22,208,417.21,43.82,TCP,43993,512,SYN,974.98,928,0.0392,1,1159,Failed,SQLi
Device_47,1188,395.59,43.2,UDP,28536,449,RST,8042.97,478,0.005,1,1443,Established,Normal
Device_45,1407,423.51,84.22,ICMP,40899,766,SYN,2906.89,643,0.0797,1,83,Failed,DoS
Device_19,344,271.81,86.38,TCP,61461,34,None,8370.72,376,0.0669,1,89,Failed,U2R
Device_21,211,290.09,59.24,TCP,51702,1013,RST,230.52,253,0.0384,1,1128,Pending,MITM
Device_27,1172,156.52,80.69,TCP,59256,909,RST,3417.25,558,0.0497,0,233,Failed,DoS
Device_5,377,426.17,34.22,TCP,50111,5,FIN,3970.94,957,0.0388,0,220,Failed,SQLi
Device_47,151,199.94,8.39,ICMP,25673,748,FIN,8968.1,137,0.0712,0,849,Established,Probe
Device_13,79,105.84,14.44,TCP,49115,821,FIN,5197.22,157,0.0109,0,750,Established,Normal
Device_13,253,208.51,27.2,UDP,21524,924,FIN,7788.96,379,0.0132,0,159,Pending,MITM
Device_36,1450,23.87,4.03,TCP,40778,482,SYN,7008.53,196,0.0032,1,1394,Established,Probe
Device_33,1269,465.46,17.84,UDP,288,891,FIN,3054.2,833,0.0482,1,567,Failed,Spoofing
Device_16,1308,465.21,63.72,ICMP,493,174,RST,3234.95,885,0.0516,1,268,Pending,Spoofing
Device_25,96,441.86,46.05,TCP,10923,171,FIN,5579.37,854,0.0431,0,350,Pending,Phishing
Device_30,1342,180.24,67.84,TCP,40824,667,None,2999.7,734,0.0678,1,1381,Failed,DoS
